42.825,0.0,32.5020566528,5.13240878283
50.25,0.0,30.8665389492,5.56843677306
52.275,0.0,34.4002589148,2.52036987981
54.975,0.0,40.7569206664,0.987442825812
57.675,0.0,41.7824108141,0.841024418539
60.375,0.0,44.2159160802,0.611506822111
63.075,0.0,47.0241239588,0.474338374047
65.775,0.0,49.882571385,0.369025339721
67.8,0.0,51.3794188127,0.515171392126
69.825,0.0,53.9218086051,0.314052255399
72.525,0.0,56.3551746649,0.284790010635
75.225,0.0,59.033784173,0.274750774053
77.925,0.0,61.3983351239,0.303498487071
80.625,0.0,64.1409908414,0.280810388586
83.325,0.0,65.9321645213,0.309248488295
85.35,0.0,67.9425551056,0.455935775139
87.375,0.0,69.6505057971,0.316744138404
90.075,0.0,72.6343802257,0.293043747322
92.775,0.0,75.1846601524,0.315757236019
95.475,0.0,77.5726467353,0.315105488527
98.175,0.0,79.338661297,0.372388921619
100.875,0.0,81.7642392847,0.350951950954
102.9,0.0,83.1170965289,0.529823138841
104.925,0.0,85.3010536213,0.390419144825
107.625,0.0,87.0470989318,0.427116150393
110.325,0.0,88.7826554827,0.445785554837
113.025,0.0,91.8124305699,0.402241479609
115.725,0.0,94.2622641853,0.417841413597
118.425,0.0,97.0599729157,0.44636220351
120.45,0.0,99.302888282,0.582491908199
122.475,0.0,100.127076286,0.451611253356
125.175040251,0.0,103.303178608,0.486504294055
127.889899809,0.0,104.999950269,0.488179026185
130.683660542,0.0,107.390517795,0.480553029208
133.141176765,0.0,109.364915411,0.518569766508
135.966744904,0.0,112.332569361,0.500895919088
139.49805915,0.0,115.267492447,0.448238853094
142.577876779,0.0,117.724942203,0.616337261584
145.415541375,0.0,119.688597241,0.622487679732
148.939650086,0.0,123.218682383,0.463946944402
152.996440497,0.0,127.314827132,0.482360861572
157.586358775,0.0,130.709605431,0.463927947452
162.451730232,0.0,135.832353854,0.543572981132
167.163682894,0.0,139.36402453,0.49592304248
173.141908566,0.0,146.118781976,0.44141852702
179.870809214,0.0,151.779197218,0.528713930997
187.337341536,0.0,158.893102552,0.492370032499
196.507254319,0.0,168.047574009,0.472947776215
207.96119102,0.0,179.378169892,0.509396457092
222.038584163,0.0,192.285062264,0.50961798158
241.733809254,0.0,211.99099222,0.569411764038
274.067432221,0.0,244.302792848,0.645803410456
